"id","timestamp","log_level","ip","user_agent","message"
67,"2024-12-23 17:18:09.001034","DEBUG","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
68,"2024-12-23 17:18:10.200398","DEBUG","22.130.247.245","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","User logged in successfully."
69,"2024-12-23 17:18:10.717812","DEBUG","85.43.142.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
70,"2024-12-23 17:18:12.070033","DEBUG","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","File uploaded successfully."
71,"2024-12-23 17:18:13.150544","DEBUG","214.202.213.76","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","User logged in successfully."
72,"2024-12-23 17:18:14.315477","INFO","214.202.213.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
73,"2024-12-23 17:18:15.745457","DEBUG","214.202.213.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","API request received."
74,"2024-12-23 17:18:16.775598","INFO","237.243.185.75","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
75,"2024-12-23 17:18:17.325537","INFO","36.94.221.77","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
76,"2024-12-23 17:18:18.096808","INFO","111.188.71.162","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
77,"2024-12-23 17:18:18.606873","INFO","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
78,"2024-12-23 17:18:19.603021","INFO","142.196.66.187","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
79,"2024-12-23 17:18:20.111962","DEBUG","111.188.71.162","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","User logged in successfully."
80,"2024-12-23 17:18:20.809616","DEBUG","214.202.213.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
81,"2024-12-23 17:18:22.052612","INFO","214.202.213.76","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
82,"2024-12-23 17:18:23.187125","DEBUG","22.130.247.245","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","File uploaded successfully."
83,"2024-12-23 17:18:23.951071","DEBUG","85.43.142.246","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","User logged in successfully."
84,"2024-12-23 17:18:24.646225","DEBUG","85.43.142.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","File uploaded successfully."
85,"2024-12-23 17:18:26.13033","INFO","111.188.71.162","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
86,"2024-12-23 17:18:26.650727","DEBUG","36.255.19.178","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
87,"2024-12-23 17:18:27.404645","ERROR","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Server timeout."
88,"2024-12-23 17:18:28.802384","INFO","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
89,"2024-12-23 17:18:29.820416","INFO","36.255.19.178","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
90,"2024-12-23 17:18:30.951312","INFO","214.202.213.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
91,"2024-12-23 17:18:31.776265","DEBUG","22.130.247.245","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","API request received."
92,"2024-12-23 17:18:32.501265","DEBUG","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
93,"2024-12-23 17:18:33.127181","WARNING","22.130.247.245","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","User logged in successfully."
94,"2024-12-23 17:18:34.167771","INFO","207.216.5.117","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
95,"2024-12-23 17:18:35.053552","INFO","36.255.19.178","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
96,"2024-12-23 17:18:35.78228","DEBUG","207.216.5.117","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","API request received."
97,"2024-12-23 17:18:37.020425","INFO","111.188.71.162","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
98,"2024-12-23 17:18:37.823341","INFO","36.255.19.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
99,"2024-12-23 17:18:38.391924","INFO","26.250.180.105","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
100,"2024-12-23 17:18:39.397925","DEBUG","22.130.247.245","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
101,"2024-12-23 17:18:39.903713","DEBUG","214.202.213.76","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","API request received."
102,"2024-12-23 17:18:40.938904","INFO","213.150.173.125","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
103,"2024-12-23 17:18:41.71256","DEBUG","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","File uploaded successfully."
104,"2024-12-23 17:18:42.426273","ERROR","214.202.213.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Server timeout."
105,"2024-12-23 17:18:43.206091","INFO","237.243.185.75","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
106,"2024-12-23 17:18:44.042094","DEBUG","22.130.247.245","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
107,"2024-12-23 17:18:45.251129","DEBUG","214.202.213.76","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
108,"2024-12-23 17:18:46.248209","INFO","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
109,"2024-12-23 17:18:46.929051","DEBUG","237.243.185.75","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","File uploaded successfully."
110,"2024-12-23 17:18:47.600102","WARNING","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","User logged in successfully."
111,"2024-12-23 17:18:49.091576","INFO","85.43.142.246","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
112,"2024-12-23 17:18:50.388616","DEBUG","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
113,"2024-12-23 17:18:50.975609","INFO","36.255.19.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
114,"2024-12-23 17:18:52.304676","WARNING","213.150.173.125","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","User logged in successfully."
115,"2024-12-23 17:18:52.851982","DEBUG","26.250.180.105","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
116,"2024-12-23 17:18:53.586718","DEBUG","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","API request received."
117,"2024-12-23 17:18:54.451678","INFO","36.255.19.178","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
118,"2024-12-23 17:18:55.062638","ERROR","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Server timeout."
119,"2024-12-23 17:18:56.4824","DEBUG","36.255.19.178","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
120,"2024-12-23 17:18:57.591158","DEBUG","22.130.247.245","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
121,"2024-12-23 17:18:59.014023","DEBUG","207.216.5.117","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
122,"2024-12-23 17:18:59.929191","DEBUG","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","File uploaded successfully."
123,"2024-12-23 17:19:01.105617","DEBUG","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","User logged in successfully."
124,"2024-12-23 17:19:02.084759","DEBUG","85.43.142.246","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","User logged in successfully."
125,"2024-12-23 17:19:03.128919","DEBUG","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","File uploaded successfully."
126,"2024-12-23 17:19:03.877301","DEBUG","26.250.180.105","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","API request received."
127,"2024-12-23 17:19:05.169675","INFO","22.130.247.245","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
128,"2024-12-23 17:19:06.66096","INFO","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
129,"2024-12-23 17:19:07.702431","DEBUG","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","API request received."
130,"2024-12-23 17:19:08.654246","INFO","36.255.19.178","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
131,"2024-12-23 17:19:09.763486","INFO","111.188.71.162","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
132,"2024-12-23 17:19:11.082913","ERROR","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Server timeout."
133,"2024-12-23 17:19:12.024743","DEBUG","213.150.173.125","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","User logged in successfully."
134,"2024-12-23 17:19:13.076931","INFO","207.216.5.117","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
135,"2024-12-23 17:19:14.111156","INFO","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
136,"2024-12-23 17:19:15.538103","INFO","85.43.142.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
137,"2024-12-23 17:19:16.788295","DEBUG","26.250.180.105","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","API request received."
138,"2024-12-23 17:19:18.217625","INFO","111.188.71.162","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
139,"2024-12-23 17:19:19.011117","DEBUG","237.243.185.75","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","User logged in successfully."
140,"2024-12-23 17:19:19.592358","INFO","36.94.221.77","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
141,"2024-12-23 17:19:20.682496","DEBUG","213.150.173.125","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","File uploaded successfully."
142,"2024-12-23 17:19:21.366552","INFO","26.250.180.105","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
143,"2024-12-23 17:19:21.884231","INFO","214.202.213.76","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
144,"2024-12-23 17:19:23.088114","DEBUG","142.196.66.187","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","File uploaded successfully."
145,"2024-12-23 17:19:23.61151","INFO","142.196.66.187","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
146,"2024-12-23 17:19:24.538778","INFO","36.94.221.77","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
147,"2024-12-23 17:19:25.398725","DEBUG","142.196.66.187","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","API request received."
148,"2024-12-23 17:19:26.097016","INFO","237.243.185.75","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/91.0","Database connection established."
149,"2024-12-23 17:19:27.586465","DEBUG","26.250.180.105","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
150,"2024-12-23 17:19:28.435355","INFO","22.130.247.245","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
151,"2024-12-23 17:19:29.205051","INFO","22.130.247.245","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Safari/537.36","Database connection established."
152,"2024-12-23 17:19:29.889387","DEBUG","36.255.19.178","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","API request received."
153,"2024-12-23 17:19:31.320789","INFO","85.43.142.246","Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 Chrome/90.0 Mobile Safari/537.36","Database connection established."
