timestamp,ip,api_endpoint,log_level,user_agent,response_code,message
2025-01-03 15:07:54,192.168.1.3,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Health check passed for service '23'.
2025-01-03 15:07:54,192.168.1.10,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Connected to database successfully.
2025-01-03 15:07:54,192.168.1.7,PUT /api/update HTTP/1.1,WARN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,User entered incorrect password multiple times.
2025-01-03 15:07:54,192.168.1.1,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user65.
2025-01-03 15:07:54,192.168.1.4,DELETE /api/resource HTTP/1.1,WARN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",400,Memory usage is critically high for application process.
2025-01-03 15:07:54,192.168.1.2,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:07:54,192.168.1.2,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:07:54,192.168.1.1,DELETE /api/resource HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user66.
2025-01-03 15:07:54,192.168.1.1,GET /api/users HTTP/1.1,WARN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,"Disk usage exceeded 90%, action needed for drive E."
2025-01-03 15:07:54,192.168.1.7,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,User login successful with username: user81.
2025-01-03 15:07:54,192.168.1.3,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:07:54,192.168.1.5,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Cache cleared successfully for session ID 12.
2025-01-03 15:07:54,192.168.1.5,POST /api/login HTTP/1.1,DEBUG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:07:54,192.168.1.5,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:07:54,192.168.1.7,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:07:54,192.168.1.2,PUT /api/update HTTP/1.1,WARN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,API rate limit approaching threshold for IP: E.
2025-01-03 15:07:54,192.168.1.6,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Health check passed for service '79'.
2025-01-03 15:08:54,192.168.1.9,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.6,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Cache cleared successfully for session ID 45.
2025-01-03 15:08:54,192.168.1.4,POST /api/login HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Health check passed for service '49'.
2025-01-03 15:08:54,192.168.1.7,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.10,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.3,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.7,POST /api/login HTTP/1.1,DEBUG,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.4,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Cache cleared successfully for session ID 28.
2025-01-03 15:08:54,192.168.1.1,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Health check passed for service '35'.
2025-01-03 15:08:54,192.168.1.10,GET /api/status HTTP/1.1,WARN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,Server network latency detected during operation.
2025-01-03 15:08:54,192.168.1.9,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.7,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Cache cleared successfully for session ID 48.
2025-01-03 15:08:54,192.168.1.2,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Cache cleared successfully for session ID 79.
2025-01-03 15:08:54,192.168.1.1,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.7,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.10,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user47.
2025-01-03 15:08:54,192.168.1.7,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Cache cleared successfully for session ID 57.
2025-01-03 15:08:54,192.168.1.9,POST /api/login HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:08:54,192.168.1.5,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.7,POST /api/login HTTP/1.1,DEBUG,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Cache cleared successfully for session ID 6.
2025-01-03 15:08:54,192.168.1.7,DELETE /api/resource HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Cache cleared successfully for session ID 15.
2025-01-03 15:08:54,192.168.1.3,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Cache cleared successfully for session ID 18.
2025-01-03 15:08:54,192.168.1.3,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.6,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Cache cleared successfully for session ID 10.
2025-01-03 15:08:54,192.168.1.5,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:08:54,192.168.1.10,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Health check passed for service '7'.
2025-01-03 15:08:54,192.168.1.1,GET /api/status HTTP/1.1,WARN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,Temporary network glitch detected during API call.
2025-01-03 15:08:54,192.168.1.9,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,User login successful with username: user83.
2025-01-03 15:08:54,192.168.1.3,DELETE /api/resource HTTP/1.1,DEBUG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,User login successful with username: user45.
2025-01-03 15:08:54,192.168.1.9,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.6,POST /api/login HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.4,DELETE /api/resource HTTP/1.1,WARN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,Server CPU temperature is about to reach threshold.
2025-01-03 15:09:54,192.168.1.5,GET /api/status HTTP/1.1,WARN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,Failed login attempt detected for username: userB.
2025-01-03 15:09:54,192.168.1.6,PUT /api/update HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Cache cleared successfully for session ID 62.
2025-01-03 15:09:54,192.168.1.1,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:09:54,192.168.1.9,GET /api/status HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.8,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.7,POST /api/login HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user67.
2025-01-03 15:09:54,192.168.1.5,POST /api/login HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user39.
2025-01-03 15:09:54,192.168.1.8,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:09:54,192.168.1.4,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.6,POST /api/login HTTP/1.1,INFO,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Health check passed for service '58'.
2025-01-03 15:09:54,192.168.1.10,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.10,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.6,DELETE /api/resource HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Cache cleared successfully for session ID 27.
2025-01-03 15:09:54,192.168.1.9,GET /api/status HTTP/1.1,WARN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,User entered incorrect password multiple times.
2025-01-03 15:09:54,192.168.1.8,DELETE /api/resource HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user68.
2025-01-03 15:09:54,192.168.1.8,GET /api/users HTTP/1.1,INFO,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",200,Connected to database successfully.
2025-01-03 15:09:54,192.168.1.10,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.9,PUT /api/update HTTP/1.1,WARN,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",400,Temporary network glitch detected during API call.
2025-01-03 15:09:54,192.168.1.1,GET /api/users HTTP/1.1,WARN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",400,Server CPU temperature is about to reach threshold.
2025-01-03 15:09:54,192.168.1.6,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Health check passed for service '40'.
2025-01-03 15:09:54,192.168.1.8,GET /api/users HTTP/1.1,DEBUG,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,User login successful with username: user62.
2025-01-03 15:09:54,192.168.1.5,DELETE /api/resource HTTP/1.1,WARN,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",400,"Disk usage exceeded 90%, action needed for drive A."
2025-01-03 15:09:54,192.168.1.4,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Fetched user data successfully.
2025-01-03 15:09:54,192.168.1.9,PUT /api/update HTTP/1.1,INFO,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",200,Connected to database successfully.
2025-01-03 15:09:54,192.168.1.3,GET /api/status HTTP/1.1,DEBUG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",200,Health check passed for service '50'.
